"","N_USUARIS","Any","Núm. Expedient","Municipi","Estat","Tipus","HORES_SERVEI_SAD","PREU_SERVEI_SAD","IMPORT_SERVEI_SAD","IMPORT_SERVEI_SAD_IVA","HORES_SERVEI_SAD_NO","PREU_SERVEI_SAD_NO","IMPORT_SERVEI_SAD_NO","IMPORT_SERVEI_SAD_NO_IVA","Data de naixement","Sexe","Any de naixement","EDAT","TIPUS_SERVEI_SAD","Codi","PREU_SERVEI_SAD_HORA","PREU_SERVEI_SAD_HORA_NO","SAD_Dona","SAD_Home","USUARIS SAD De 31 a 50","USUARIS SAD De 51 a 70","USUARIS SAD De 71 a 100","USUARIS SAD De 0 a 30","NA","N_Municipis_Any","N_USUARIS_ANY","USUARIS_Muni","Homes","Dones","De 0 a 30","De 31 a 50","De 51 a 70","De 71 a 100","Total_POB_MUNI","Perc_SAD_POB_MUNI","Perc_SAD_Dones_Muni","Perc_SAD_Homes_Muni","Perc_SAD_USUARIS_0_a_30_A","Perc_SAD_USUARIS_31_a_50_A","Perc_SAD_USUARIS_51_a_70_A","Perc_SAD_USUARIS_71_a_100_A","Perc_Pob","Esperança_vida_H_I_D_BCN_PROV","Esperança_vida_H_BCN_PROV","Esperança_vida_D_BCN_PROV","VS_65_Homes_CAT","VS_65_Dones_CAT","Total_VS_65_HD_CAT","VS_AN_Homes_CAT","VS_AN_Dones_CAT","Total_VS_AN_HD_CAT","Total places Residències","Places Centres de dia","MEAN_VALORACIO_SIT_ECO_CAT","MEAN_VALORACIO_SIT_POL_CAT","MEAN_INTERES_POL","MEAN_STF_DEM","MEAN_CONFI_POL","MEAN_IDEOLOGIA","MEAN_SENT_PERT","VO PIB milions d'euros","VO PIB  per habitant. Milers d'euros","VO PIB  per habitant. Índex Catalunya = 100","Perc_VO_PIB_ME","VO_PIB_Dico","PERC_VO_PIB_ME_CUTTED","RFDB milers d'euros","RFDB per habitant. Milers d'euros","RFDB per habitant. Índex Catalunya = 100","Perc_VO_RFD_me","VO_RFD_Dico","Perc_VO_RFD_me_CUTTED","Altitud (m)","Superficie (km2)","Perc_pob","Densit_pob","Perc_Densit_pob","Nombre de pensions","Nombre de pensionistes","Pensions per pensionista","Perc_N_Pens","Perc_Pens_Pob","IBI_Rebuts","IBI_Base imposable (milers d'euros)","IBI_Quota íntegra (euros)","IBI_Base imposable/ Rebut (euros)","IBI_Quota íntegra/ Rebut (euros)","Perc_VO_IBI_me","VO_IBI_Dico","PERC_VO_IBI_me_CUTTED","IRPF_Base imposable general per declarant (EUROS)","IRPF_Quota resultant de l'autoliquidació per declarant (EUROS)","Perc_VO_IRPF_e","VO_IRPF_Dico","PERC_VO_IRPF_e_CUTTED","Índex de Gini (CAT)","Índex de ràtio S80/S20 (CAT)","Taxa de risc de pobresa o exclusió social (taxa AROPE)","Població en risc de pobresa (després de transferències socials)","Població que viu en llars amb intensitat de treball molt baixa (1)","Població amb privació material severa","PIB (CAT)","Producció de béns públics de caràcter social","Soport financer als ens locals","Deute públic","Pressupots Consell Comarcal Vallès Oriental (milions €)","Perc_Homes_CAT_Sota_Llindar_pobresa","Perc_Dones_CAT_Sota_Llindar_pobresa","Perc_Total_Pob_CAT_Sota_Llindar_pobresa","Anys_Dependencia","Anys_Dependencia_Cutted","ABS_DSP_2017"
"2101",69,2014,"14/026/2010","La Garriga","Actiu","Social",24,150.24,300.48,0,0,0,0,0,1952-02-24,"Home",1952,62,"Nateja de la llar","080885",12.52,NA,30,12,0,4,38,0,NA,15,168,42,7661,8101,5407,5298,3454,1603,15762,0.266463646745337,0.37032465127762,0.156637514684767,0,0,0.115807759119861,2.37055520898316,16.5689057079786,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,325.2,20.8,75.4,3.25584189343425,"PIB VO ME Per sota la mitjana","Mig",255089,163,1020,4.01588033514447,"RFD VO me Per sobre la mitjana","Alta",252,18.8,3.81797174187391,838.404255319149,2.454570342635,"2908",2556,"1.14",3.60172476960798,0.113556596145473,11275,931988,5376265,82659.7,476.8,4.86397905748233,"IBI VO me Per sobre la mitjana","Alt",22332,6069,2.24522487393963,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2102",70,2014,"14/026/2014","La Garriga","Actiu","Social",6,25.04,75.12,0,0,0,0,0,1934-07-06,"Home",1934,80,"Nateja de la llar","080885",12.52,NA,30,12,0,4,38,0,NA,15,168,42,7661,8101,5407,5298,3454,1603,15762,0.266463646745337,0.37032465127762,0.156637514684767,0,0,0.115807759119861,2.37055520898316,16.5689057079786,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,325.2,20.8,75.4,3.25584189343425,"PIB VO ME Per sota la mitjana","Mig",255089,163,1020,4.01588033514447,"RFD VO me Per sobre la mitjana","Alta",252,18.8,3.81797174187391,838.404255319149,2.454570342635,"2908",2556,"1.14",3.60172476960798,0.113556596145473,11275,931988,5376265,82659.7,476.8,4.86397905748233,"IBI VO me Per sobre la mitjana","Alt",22332,6069,2.24522487393963,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2103",71,2014,"14/029/2010","La Garriga","Actiu","Social",50,150.24,626,0,0,0,0,0,1941-05-31,"Home",1941,73,"Nateja de la llar","080885",12.52,NA,30,12,0,4,38,0,NA,15,168,42,7661,8101,5407,5298,3454,1603,15762,0.266463646745337,0.37032465127762,0.156637514684767,0,0,0.115807759119861,2.37055520898316,16.5689057079786,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,325.2,20.8,75.4,3.25584189343425,"PIB VO ME Per sota la mitjana","Mig",255089,163,1020,4.01588033514447,"RFD VO me Per sobre la mitjana","Alta",252,18.8,3.81797174187391,838.404255319149,2.454570342635,"2908",2556,"1.14",3.60172476960798,0.113556596145473,11275,931988,5376265,82659.7,476.8,4.86397905748233,"IBI VO me Per sobre la mitjana","Alt",22332,6069,2.24522487393963,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2104",72,2014,"14/032/2010","La Garriga","Actiu","Social",24,150.24,300.48,0,0,0,0,0,1930-03-15,"Home",1930,84,"Nateja de la llar","080885",12.52,NA,30,12,0,4,38,0,NA,15,168,42,7661,8101,5407,5298,3454,1603,15762,0.266463646745337,0.37032465127762,0.156637514684767,0,0,0.115807759119861,2.37055520898316,16.5689057079786,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,325.2,20.8,75.4,3.25584189343425,"PIB VO ME Per sota la mitjana","Mig",255089,163,1020,4.01588033514447,"RFD VO me Per sobre la mitjana","Alta",252,18.8,3.81797174187391,838.404255319149,2.454570342635,"2908",2556,"1.14",3.60172476960798,0.113556596145473,11275,931988,5376265,82659.7,476.8,4.86397905748233,"IBI VO me Per sobre la mitjana","Alt",22332,6069,2.24522487393963,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2105",73,2014,"14/033/2010","La Garriga","Actiu","Social",36,150.24,450.72,0,0,0,0,0,1930-09-03,"Dona",1930,84,"Nateja de la llar","080885",12.52,NA,30,12,0,4,38,0,NA,15,168,42,7661,8101,5407,5298,3454,1603,15762,0.266463646745337,0.37032465127762,0.156637514684767,0,0,0.115807759119861,2.37055520898316,16.5689057079786,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,325.2,20.8,75.4,3.25584189343425,"PIB VO ME Per sota la mitjana","Mig",255089,163,1020,4.01588033514447,"RFD VO me Per sobre la mitjana","Alta",252,18.8,3.81797174187391,838.404255319149,2.454570342635,"2908",2556,"1.14",3.60172476960798,0.113556596145473,11275,931988,5376265,82659.7,476.8,4.86397905748233,"IBI VO me Per sobre la mitjana","Alt",22332,6069,2.24522487393963,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2106",74,2014,"14/038/2010","La Garriga","Actiu","Social",36,150.24,450.72,0,0,0,0,0,1931-01-01,"Dona",1931,83,"Nateja de la llar","080885",12.52,NA,30,12,0,4,38,0,NA,15,168,42,7661,8101,5407,5298,3454,1603,15762,0.266463646745337,0.37032465127762,0.156637514684767,0,0,0.115807759119861,2.37055520898316,16.5689057079786,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,325.2,20.8,75.4,3.25584189343425,"PIB VO ME Per sota la mitjana","Mig",255089,163,1020,4.01588033514447,"RFD VO me Per sobre la mitjana","Alta",252,18.8,3.81797174187391,838.404255319149,2.454570342635,"2908",2556,"1.14",3.60172476960798,0.113556596145473,11275,931988,5376265,82659.7,476.8,4.86397905748233,"IBI VO me Per sobre la mitjana","Alt",22332,6069,2.24522487393963,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2107",75,2014,"14/039/2010","La Garriga","Actiu","Social",36,150.24,450.72,0,0,0,0,0,1935-04-12,"Dona",1935,79,"Nateja de la llar","080885",12.52,NA,30,12,0,4,38,0,NA,15,168,42,7661,8101,5407,5298,3454,1603,15762,0.266463646745337,0.37032465127762,0.156637514684767,0,0,0.115807759119861,2.37055520898316,16.5689057079786,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,325.2,20.8,75.4,3.25584189343425,"PIB VO ME Per sota la mitjana","Mig",255089,163,1020,4.01588033514447,"RFD VO me Per sobre la mitjana","Alta",252,18.8,3.81797174187391,838.404255319149,2.454570342635,"2908",2556,"1.14",3.60172476960798,0.113556596145473,11275,931988,5376265,82659.7,476.8,4.86397905748233,"IBI VO me Per sobre la mitjana","Alt",22332,6069,2.24522487393963,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2108",76,2014,"14/040/2010","La Garriga","Actiu","Social",36,150.24,450.72,0,0,0,0,0,1926-04-29,"Dona",1926,88,"Nateja de la llar","080885",12.52,NA,30,12,0,4,38,0,NA,15,168,42,7661,8101,5407,5298,3454,1603,15762,0.266463646745337,0.37032465127762,0.156637514684767,0,0,0.115807759119861,2.37055520898316,16.5689057079786,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,325.2,20.8,75.4,3.25584189343425,"PIB VO ME Per sota la mitjana","Mig",255089,163,1020,4.01588033514447,"RFD VO me Per sobre la mitjana","Alta",252,18.8,3.81797174187391,838.404255319149,2.454570342635,"2908",2556,"1.14",3.60172476960798,0.113556596145473,11275,931988,5376265,82659.7,476.8,4.86397905748233,"IBI VO me Per sobre la mitjana","Alt",22332,6069,2.24522487393963,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2109",77,2014,"14/041/2010","La Garriga","Actiu","Social",24,150.24,300.48,0,0,0,0,0,1932-07-11,"Dona",1932,82,"Nateja de la llar","080885",12.52,NA,30,12,0,4,38,0,NA,15,168,42,7661,8101,5407,5298,3454,1603,15762,0.266463646745337,0.37032465127762,0.156637514684767,0,0,0.115807759119861,2.37055520898316,16.5689057079786,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,325.2,20.8,75.4,3.25584189343425,"PIB VO ME Per sota la mitjana","Mig",255089,163,1020,4.01588033514447,"RFD VO me Per sobre la mitjana","Alta",252,18.8,3.81797174187391,838.404255319149,2.454570342635,"2908",2556,"1.14",3.60172476960798,0.113556596145473,11275,931988,5376265,82659.7,476.8,4.86397905748233,"IBI VO me Per sobre la mitjana","Alt",22332,6069,2.24522487393963,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2110",78,2014,"14/045/2010","La Garriga","Actiu","Social",39,150.24,488.28,0,0,0,0,0,1923-01-29,"Home",1923,91,"Nateja de la llar","080885",12.52,NA,30,12,0,4,38,0,NA,15,168,42,7661,8101,5407,5298,3454,1603,15762,0.266463646745337,0.37032465127762,0.156637514684767,0,0,0.115807759119861,2.37055520898316,16.5689057079786,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,325.2,20.8,75.4,3.25584189343425,"PIB VO ME Per sota la mitjana","Mig",255089,163,1020,4.01588033514447,"RFD VO me Per sobre la mitjana","Alta",252,18.8,3.81797174187391,838.404255319149,2.454570342635,"2908",2556,"1.14",3.60172476960798,0.113556596145473,11275,931988,5376265,82659.7,476.8,4.86397905748233,"IBI VO me Per sobre la mitjana","Alt",22332,6069,2.24522487393963,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2111",79,2014,"14/049/2010","La Garriga","Actiu","Social",39,150.24,488.28,0,0,0,0,0,1937-09-16,"Dona",1937,77,"Nateja de la llar","080885",12.52,NA,30,12,0,4,38,0,NA,15,168,42,7661,8101,5407,5298,3454,1603,15762,0.266463646745337,0.37032465127762,0.156637514684767,0,0,0.115807759119861,2.37055520898316,16.5689057079786,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,325.2,20.8,75.4,3.25584189343425,"PIB VO ME Per sota la mitjana","Mig",255089,163,1020,4.01588033514447,"RFD VO me Per sobre la mitjana","Alta",252,18.8,3.81797174187391,838.404255319149,2.454570342635,"2908",2556,"1.14",3.60172476960798,0.113556596145473,11275,931988,5376265,82659.7,476.8,4.86397905748233,"IBI VO me Per sobre la mitjana","Alt",22332,6069,2.24522487393963,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2112",80,2014,"14/050/2010","La Garriga","Actiu","Social",24,150.24,300.48,0,0,0,0,0,1928-11-19,"Home",1928,86,"Nateja de la llar","080885",12.52,NA,30,12,0,4,38,0,NA,15,168,42,7661,8101,5407,5298,3454,1603,15762,0.266463646745337,0.37032465127762,0.156637514684767,0,0,0.115807759119861,2.37055520898316,16.5689057079786,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,325.2,20.8,75.4,3.25584189343425,"PIB VO ME Per sota la mitjana","Mig",255089,163,1020,4.01588033514447,"RFD VO me Per sobre la mitjana","Alta",252,18.8,3.81797174187391,838.404255319149,2.454570342635,"2908",2556,"1.14",3.60172476960798,0.113556596145473,11275,931988,5376265,82659.7,476.8,4.86397905748233,"IBI VO me Per sobre la mitjana","Alt",22332,6069,2.24522487393963,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2113",81,2014,"14/060/2010","La Garriga","Actiu","Social",36,150.24,450.72,0,0,0,0,0,1933-02-26,"Dona",1933,81,"Nateja de la llar","080885",12.52,NA,30,12,0,4,38,0,NA,15,168,42,7661,8101,5407,5298,3454,1603,15762,0.266463646745337,0.37032465127762,0.156637514684767,0,0,0.115807759119861,2.37055520898316,16.5689057079786,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,325.2,20.8,75.4,3.25584189343425,"PIB VO ME Per sota la mitjana","Mig",255089,163,1020,4.01588033514447,"RFD VO me Per sobre la mitjana","Alta",252,18.8,3.81797174187391,838.404255319149,2.454570342635,"2908",2556,"1.14",3.60172476960798,0.113556596145473,11275,931988,5376265,82659.7,476.8,4.86397905748233,"IBI VO me Per sobre la mitjana","Alt",22332,6069,2.24522487393963,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2114",82,2014,"14/064/2010","La Garriga","Actiu","Social",24,150.24,300.48,0,0,0,0,0,1927-02-16,"Dona",1927,87,"Nateja de la llar","080885",12.52,NA,30,12,0,4,38,0,NA,15,168,42,7661,8101,5407,5298,3454,1603,15762,0.266463646745337,0.37032465127762,0.156637514684767,0,0,0.115807759119861,2.37055520898316,16.5689057079786,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,325.2,20.8,75.4,3.25584189343425,"PIB VO ME Per sota la mitjana","Mig",255089,163,1020,4.01588033514447,"RFD VO me Per sobre la mitjana","Alta",252,18.8,3.81797174187391,838.404255319149,2.454570342635,"2908",2556,"1.14",3.60172476960798,0.113556596145473,11275,931988,5376265,82659.7,476.8,4.86397905748233,"IBI VO me Per sobre la mitjana","Alt",22332,6069,2.24522487393963,"IRPF VO me Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2115",84,2014,"18/008/2012","La Llagosta","Actiu","Social",52,150.24,651.04,0,0,0,0,0,1936-09-08,"Dona",1936,78,"Nateja de la llar","081056",12.52,NA,13,2,0,1,14,0,NA,15,168,15,6620,6810,4489,4555,2984,1402,13430,0.111690245718541,0.190895741556535,0.0302114803625378,0,0,0.0335120643431635,0.998573466476462,14.1175233890466,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,231.9,17.5,63.5,2.32173965279029,"PIB VO ME Per sota la mitjana","Baix-Mig",195724,148,924,3.08129383358677,"RFD VO me Per sobre la mitjana","Mig-Alta",45,3.03,3.25309989172482,4432.34323432343,12.9764349146914,"2894",2650,"1.09",3.73418256629935,0.117732777693859,8595,242546,2619491,28219.4,304.8,1.26583031592264,"IBI VO me Per sota la mitjana","Mig",17069,3667,1.35660563729389,"IRPF VO me Per sota la mitjana","Baix",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2116",85,2014,"18/010/2013","La Llagosta","Actiu","Social",48,150.24,600.96,0,0,0,0,0,1923-11-02,"Dona",1923,91,"Nateja de la llar","081056",12.52,NA,13,2,0,1,14,0,NA,15,168,15,6620,6810,4489,4555,2984,1402,13430,0.111690245718541,0.190895741556535,0.0302114803625378,0,0,0.0335120643431635,0.998573466476462,14.1175233890466,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,231.9,17.5,63.5,2.32173965279029,"PIB VO ME Per sota la mitjana","Baix-Mig",195724,148,924,3.08129383358677,"RFD VO me Per sobre la mitjana","Mig-Alta",45,3.03,3.25309989172482,4432.34323432343,12.9764349146914,"2894",2650,"1.09",3.73418256629935,0.117732777693859,8595,242546,2619491,28219.4,304.8,1.26583031592264,"IBI VO me Per sota la mitjana","Mig",17069,3667,1.35660563729389,"IRPF VO me Per sota la mitjana","Baix",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2117",87,2014,"18/014/2010","La Llagosta","Actiu","Social",92,150.24,1151.84,0,0,0,0,0,1933-04-18,"Dona",1933,81,"Nateja de la llar","081056",12.52,NA,13,2,0,1,14,0,NA,15,168,15,6620,6810,4489,4555,2984,1402,13430,0.111690245718541,0.190895741556535,0.0302114803625378,0,0,0.0335120643431635,0.998573466476462,14.1175233890466,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,231.9,17.5,63.5,2.32173965279029,"PIB VO ME Per sota la mitjana","Baix-Mig",195724,148,924,3.08129383358677,"RFD VO me Per sobre la mitjana","Mig-Alta",45,3.03,3.25309989172482,4432.34323432343,12.9764349146914,"2894",2650,"1.09",3.73418256629935,0.117732777693859,8595,242546,2619491,28219.4,304.8,1.26583031592264,"IBI VO me Per sota la mitjana","Mig",17069,3667,1.35660563729389,"IRPF VO me Per sota la mitjana","Baix",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2118",89,2014,"18/022/2014","La Llagosta","Baixa definitiva","Social",36,12.52,450.72,0,0,0,0,0,1940-02-09,"Dona",1940,74,"Nateja de la llar","081056",12.52,NA,13,2,0,1,14,0,NA,15,168,15,6620,6810,4489,4555,2984,1402,13430,0.111690245718541,0.190895741556535,0.0302114803625378,0,0,0.0335120643431635,0.998573466476462,14.1175233890466,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,231.9,17.5,63.5,2.32173965279029,"PIB VO ME Per sota la mitjana","Baix-Mig",195724,148,924,3.08129383358677,"RFD VO me Per sobre la mitjana","Mig-Alta",45,3.03,3.25309989172482,4432.34323432343,12.9764349146914,"2894",2650,"1.09",3.73418256629935,0.117732777693859,8595,242546,2619491,28219.4,304.8,1.26583031592264,"IBI VO me Per sota la mitjana","Mig",17069,3667,1.35660563729389,"IRPF VO me Per sota la mitjana","Baix",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2119",90,2014,"18/023/2010","La Llagosta","Actiu","Social",52,150.24,651.04,0,0,0,0,0,1937-08-17,"Dona",1937,77,"Nateja de la llar","081056",12.52,NA,13,2,0,1,14,0,NA,15,168,15,6620,6810,4489,4555,2984,1402,13430,0.111690245718541,0.190895741556535,0.0302114803625378,0,0,0.0335120643431635,0.998573466476462,14.1175233890466,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,231.9,17.5,63.5,2.32173965279029,"PIB VO ME Per sota la mitjana","Baix-Mig",195724,148,924,3.08129383358677,"RFD VO me Per sobre la mitjana","Mig-Alta",45,3.03,3.25309989172482,4432.34323432343,12.9764349146914,"2894",2650,"1.09",3.73418256629935,0.117732777693859,8595,242546,2619491,28219.4,304.8,1.26583031592264,"IBI VO me Per sota la mitjana","Mig",17069,3667,1.35660563729389,"IRPF VO me Per sota la mitjana","Baix",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
"2120",94,2014,"18/031/2014","La Llagosta","Actiu","Social",47,87.64,588.44,0,0,0,0,0,1940-02-09,"Dona",1940,74,"Nateja de la llar","081056",12.52,NA,13,2,0,1,14,0,NA,15,168,15,6620,6810,4489,4555,2984,1402,13430,0.111690245718541,0.190895741556535,0.0302114803625378,0,0,0.0335120643431635,0.998573466476462,14.1175233890466,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,231.9,17.5,63.5,2.32173965279029,"PIB VO ME Per sota la mitjana","Baix-Mig",195724,148,924,3.08129383358677,"RFD VO me Per sobre la mitjana","Mig-Alta",45,3.03,3.25309989172482,4432.34323432343,12.9764349146914,"2894",2650,"1.09",3.73418256629935,0.117732777693859,8595,242546,2619491,28219.4,304.8,1.26583031592264,"IBI VO me Per sota la mitjana","Mig",17069,3667,1.35660563729389,"IRPF VO me Per sota la mitjana","Baix",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","Abans 2017"
