"","Codi","Any","Usuaris_sexe_Dependencia_Dona","Usuaris_sexe_Dependencia_Home","Hores_SAD_Dependencia_Dona","Hores_SAD_Dependencia_Home","Total_Hores_SAD_Dependencia","Total_Usuaris_SAD_Dependencia","Municipi","Usuaris_sexe_Social_Home","Usuaris_sexe_Social_Dona","Hores_SAD_Social_Home","Hores_SAD_Social_Dona","Total_Hores_SAD_Social","Total_Usuaris_SAD_Social","Total_Usuaris_SOCDEP_Home","Total_Usuaris_SOCDEP_Dona","Total_Usuaris_SOCDEP","Total_Hores_SOCDEP","Homes","Dones","De 0 a 30","De 31 a 50","De 51 a 70","De 71 a 100","Total_POB_MUNI","Perc_SAD_POB_MUNI","Perc_SAD_Dones","Perc_SAD_Homes_Muni","Perc_SAD_USUARIS_0_a_30_A","Perc_SAD_USUARIS_31_a_50_A","Perc_SAD_USUARIS_51_a_70_A","Perc_SAD_USUARIS_71_a_100_A","Altitud (m)","Superficie (km2)","Perc_pob","Densit_pob","Perc_Densit_pob","Densit.pob.De_71_a_100","perc.Densit.pob.De_71_a_100","RFDB milers d'euros","RFDB per habitant. Milers d'euros","RFDB per habitant. Índex Catalunya = 100","Perc_VO_RFD_me","Perc_VO_RFD_me_CUTTED","VO_RFD_Dico","Esperanca_vida_H_I_D_BCN_PROV","Esperanca_vida_H_BCN_PROV","Esperanca_vida_D_BCN_PROV","VS_65_Homes_CAT","VS_65_Dones_CAT","Total_VS_65_HD_CAT","VS_AN_Homes_CAT","VS_AN_Dones_CAT","Total_VS_AN_HD_CAT","Total places Residències","Places Centres de dia","MEAN_VALORACIO_SIT_ECO_CAT","MEAN_VALORACIO_SIT_POL_CAT","MEAN_INTERES_POL","MEAN_STF_DEM","MEAN_CONFI_POL","MEAN_IDEOLOGIA","MEAN_SENT_PERT","VO PIB milions d'euros","VO PIB  per habitant. Milers d'euros","PIB  per habitant. Índex Catalunya = 100","Perc_VO_PIB_ME","VO_PIB_Dico","PERC_VO_PIB_ME_CUTTED","Índex de Gini (CAT)","Índex de ràtio S80/S20 (CAT)","Taxa de risc de pobresa o exclusió social (taxa AROPE)","Població en risc de pobresa (després de transferències socials)","Població que viu en llars amb intensitat de treball molt baixa (1)","Població amb privació material severa","PIB (CAT)","Producció de béns públics de caràcter social","Soport financer als ens locals","Deute públic","Pressupots Consell Comarcal Vallès Oriental (milions €)","Perc_Homes_CAT_Sota_Llindar_pobresa","Perc_Dones_CAT_Sota_Llindar_pobresa","Perc_Total_Pob_CAT_Sota_Llindar_pobresa","Anys_Dependencia","Anys_Dependencia_Cutted","Nombre de pensions","Nombre de pensionistes","Pensions per pensionista","Perc_N_Pens"
"88","082021",2013,24,11,2817.5,1458.43,4275.93,35,"Sant Celoni",23,64,1209.5,4201,5410.5,87,34,88,122,9686.43,8588,8698,5990,5834,3534,1928,17286,0.705773458289946,1.01172683375489,0.395901257568701,2.03672787979967,2.0911895783339,3.45217883418223,6.32780082987552,152,65.23,4.33072444306373,265.000766518473,0.783777856021394,29.556952322551,9.63044768891886,248803,145,917,9.27134031482677,"Alta","RFD VO me Per sota la mitjana",83.06,80.03,85.91,16.28,19.62,18.05,76.25,80.85,78.58,2924,886,4.10377358490566,3.67044025157233,2.35345911949686,3.12578616352201,4.40817610062893,4.21488469601677,8.32075471698113,365.5,21.3,78.8,3.69744668797799,"PIB VO ME Per sota la mitjana","Mig",31.9,5.7,24.3,19.8,10.8,6.1,201531,15098.59,2897.69,3674.43,14.04,20.7,18.8,19.8,4.48,"Anys.Dep: Per sobre la mitjana","3671",3247,"1.13",6.90704105509466
"89","082074",2013,NA,2,NA,296,296,2,"Sant Esteve de Palautordera",NA,1,NA,68,68,1,2,1,3,364,1239,1305,934,904,505,201,2544,0.117924528301887,0.0766283524904215,0.161420500403551,0.321199143468951,0.331858407079646,0.594059405940594,1.49253731343284,231,10.64,0.637357571627567,239.097744360902,0.707165944901807,18.890977443609,9.29443276302817,40182,159,1007,8.87974489130699,"Alta","RFD VO me Per sota la mitjana",83.06,80.03,85.91,16.28,19.62,18.05,76.25,80.85,78.58,2924,886,4.10377358490566,3.67044025157233,2.35345911949686,3.12578616352201,4.40817610062893,4.21488469601677,8.32075471698113,NA,NA,NA,NA,NA,NA,31.9,5.7,24.3,19.8,10.8,6.1,201531,15098.59,2897.69,3674.43,14.04,20.7,18.8,19.8,4.48,"Anys.Dep: Per sobre la mitjana","351",321,"1.09",0.682833439693682
"90","082107",2013,8,1,569.9,41.2,611.1,9,"Sant Feliu de Codines",5,10,493,920.45,1413.45,15,6,18,24,2024.55,3030,2995,2117,2145,1078,685,6025,0.398340248962656,0.601001669449082,0.198019801980198,1.13367973547473,1.11888111888112,2.22634508348794,3.5036496350365,480,15,1.50946516079249,401.666666666667,1.18798689894851,45.6666666666667,10.0572603141976,84713,143,904,9.11114863520451,"Alta","RFD VO me Per sota la mitjana",83.06,80.03,85.91,16.28,19.62,18.05,76.25,80.85,78.58,2924,886,4.10377358490566,3.67044025157233,2.35345911949686,3.12578616352201,4.40817610062893,4.21488469601677,8.32075471698113,68.1,11.5,42.5,0.688908671549387,"PIB VO ME Per sota la mitjana","Baix",31.9,5.7,24.3,19.8,10.8,6.1,201531,15098.59,2897.69,3674.43,14.04,20.7,18.8,19.8,4.48,"Anys.Dep: Per sobre la mitjana","1248",1043,"1.20",2.21867687726016
"91","082093",2013,9,NA,1482.6,NA,1482.6,9,"Sant Fost de Campsentelles",4,18,323,3769.25,4092.25,22,4,27,31,5574.85,4263,4276,2692,2686,2210,951,8539,0.363040168638014,0.631431244153414,0.0938306357025569,1.15156017830609,1.15413253909159,1.4027149321267,3.25972660357518,112,13.15,2.13930672332067,649.3536121673,1.92055664076261,72.319391634981,9.07175191217025,147990,173,1094,9.41530803498151,"Alta","RFD VO me Per sota la mitjana",83.06,80.03,85.91,16.28,19.62,18.05,76.25,80.85,78.58,2924,886,4.10377358490566,3.67044025157233,2.35345911949686,3.12578616352201,4.40817610062893,4.21488469601677,8.32075471698113,139.6,16.3,60.4,1.4122121960102,"PIB VO ME Per sota la mitjana","Baix",31.9,5.7,24.3,19.8,10.8,6.1,201531,15098.59,2897.69,3674.43,14.04,20.7,18.8,19.8,4.48,"Anys.Dep: Per sobre la mitjana","1626",1473,"1.10",3.13337587747288
"92","082482",2013,10,5,649,296,945,15,"Santa Eulàlia de Ronçana",2,18,20,628,648,20,7,28,35,1593,3530,3512,2384,2407,1500,751,7042,0.497017892644135,0.797266514806378,0.198300283286119,1.46812080536913,1.45409223099294,2.33333333333333,4.66045272969374,236,14.23,1.76425786926153,494.869992972593,1.4636491327822,52.7758257203092,9.42708962718699,109831,156,987,8.91233645041823,"Alta","RFD VO me Per sota la mitjana",83.06,80.03,85.91,16.28,19.62,18.05,76.25,80.85,78.58,2924,886,4.10377358490566,3.67044025157233,2.35345911949686,3.12578616352201,4.40817610062893,4.21488469601677,8.32075471698113,104.1,14.8,54.8,1.0530894670821,"PIB VO ME Per sota la mitjana","Baix",31.9,5.7,24.3,19.8,10.8,6.1,201531,15098.59,2897.69,3674.43,14.04,20.7,18.8,19.8,4.48,"Anys.Dep: Per sobre la mitjana","1321",1183,"1.12",2.5164858540736
"93","082567",2013,1,NA,40.4,NA,40.4,1,"Santa Maria de Martorelles",NA,NA,NA,NA,NA,NA,NA,1,1,40.4,422,425,283,312,171,81,847,0.118063754427391,0.235294117647059,NA,0.353356890459364,0.32051282051282,0.584795321637427,1.23456790123457,181,4.51,0.21220199023921,187.80487804878,0.555459920366575,17.960088691796,15.3700189753321,NA,NA,NA,NA,NA,NA,83.06,80.03,85.91,16.28,19.62,18.05,76.25,80.85,78.58,2924,886,4.10377358490566,3.67044025157233,2.35345911949686,3.12578616352201,4.40817610062893,4.21488469601677,8.32075471698113,NA,NA,NA,NA,NA,NA,31.9,5.7,24.3,19.8,10.8,6.1,201531,15098.59,2897.69,3674.43,14.04,20.7,18.8,19.8,4.48,"Anys.Dep: Per sobre la mitjana","137",125,"1.10",0.265900872154861
"94","082592",2013,11,6,1326.5,609.75,1936.25,17,"Santa Maria de Palautordera",6,25,730.5,1182,1912.5,31,12,36,48,3848.75,4700,4495,3127,3178,2029,861,9195,0.522022838499184,0.800889877641824,0.25531914893617,1.5350175887432,1.51038388923851,2.3656973878758,5.57491289198606,208,16.94,2.30365678896049,542.798110979929,1.60540343058462,50.8264462809917,9.3239138792772,133311,146,925,9.16892890574115,"Alta","RFD VO me Per sota la mitjana",83.06,80.03,85.91,16.28,19.62,18.05,76.25,80.85,78.58,2924,886,4.10377358490566,3.67044025157233,2.35345911949686,3.12578616352201,4.40817610062893,4.21488469601677,8.32075471698113,154.5,17,62.8,1.5629425808279,"PIB VO ME Per sota la mitjana","Baix",31.9,5.7,24.3,19.8,10.8,6.1,201531,15098.59,2897.69,3674.43,14.04,20.7,18.8,19.8,4.48,"Anys.Dep: Per sobre la mitjana","1746",1538,"1.14",3.27164433099341
"95","082943",2013,3,NA,378,NA,378,3,"Vallgorguina",2,5,231.25,313,544.25,7,2,8,10,922.25,1415,1331,927,1150,487,182,2746,0.364166059723234,0.601051840721262,0.141342756183746,1.07874865156419,0.869565217391304,2.05338809034908,5.49450549450549,222,22.13,0.68796536623007,124.084952553095,0.366999082132096,8.22413014008134,9.46665511832966,42059,155,983,9.2486349912811,"Alta","RFD VO me Per sota la mitjana",83.06,80.03,85.91,16.28,19.62,18.05,76.25,80.85,78.58,2924,886,4.10377358490566,3.67044025157233,2.35345911949686,3.12578616352201,4.40817610062893,4.21488469601677,8.32075471698113,NA,NA,NA,NA,NA,NA,31.9,5.7,24.3,19.8,10.8,6.1,201531,15098.59,2897.69,3674.43,14.04,20.7,18.8,19.8,4.48,"Anys.Dep: Per sobre la mitjana","360",316,"1.14",0.672197404807488
"96","080425",2013,11,1,1272.5,67,1339.5,12,"Cànoves i Samalús",NA,NA,NA,NA,NA,NA,1,11,12,1339.5,1473,1404,933,1009,664,271,2877,0.417101147028154,0.783475783475784,0.0678886625933469,1.28617363344051,1.18929633300297,1.80722891566265,4.4280442804428,346,29.19,0.720785272630703,98.5611510791367,0.291508770690372,9.28400137033231,8.87421441412769,45347,159,1005,9.22254965964812,"Alta","RFD VO me Per sota la mitjana",83.06,80.03,85.91,16.28,19.62,18.05,76.25,80.85,78.58,2924,886,4.10377358490566,3.67044025157233,2.35345911949686,3.12578616352201,4.40817610062893,4.21488469601677,8.32075471698113,NA,NA,NA,NA,NA,NA,31.9,5.7,24.3,19.8,10.8,6.1,201531,15098.59,2897.69,3674.43,14.04,20.7,18.8,19.8,4.48,"Anys.Dep: Per sobre la mitjana","495",447,"1.11",0.950861518825782
"97","080641",2013,4,1,107,20,127,5,"Castellterçol",NA,NA,NA,NA,NA,NA,1,4,5,127,1186,1216,723,767,522,390,2402,0.208159866777685,0.328947368421053,0.0843170320404722,0.691562932226833,0.651890482398957,0.957854406130268,1.28205128205128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.06,80.03,85.91,16.28,19.62,18.05,76.25,80.85,78.58,2924,886,4.10377358490566,3.67044025157233,2.35345911949686,3.12578616352201,4.40817610062893,4.21488469601677,8.32075471698113,NA,NA,NA,NA,NA,NA,31.9,5.7,24.3,19.8,10.8,6.1,201531,15098.59,2897.69,3674.43,14.04,20.7,18.8,19.8,4.48,"Anys.Dep: Per sobre la mitjana","594",489,"1.21",1.04020421186981
"98","081347",2013,3,2,331,60,391,5,"Figaró-Montmany",NA,NA,NA,NA,NA,NA,2,3,5,391,563,547,377,358,225,150,1110,0.45045045045045,0.548446069469835,0.355239786856128,1.3262599469496,1.39664804469274,2.22222222222222,3.33333333333333,330,14.99,0.278092336677122,74.0493662441628,0.219011643917441,10.0066711140761,9.40575289289606,14541,133,839,9.44134948770891,"Alta","RFD VO me Per sota la mitjana",83.06,80.03,85.91,16.28,19.62,18.05,76.25,80.85,78.58,2924,886,4.10377358490566,3.67044025157233,2.35345911949686,3.12578616352201,4.40817610062893,4.21488469601677,8.32075471698113,NA,NA,NA,NA,NA,NA,31.9,5.7,24.3,19.8,10.8,6.1,201531,15098.59,2897.69,3674.43,14.04,20.7,18.8,19.8,4.48,"Anys.Dep: Per sobre la mitjana","195",181,"1.08",0.385024462880238
"99","081363",2013,15,7,1005.5,403.5,1409,22,"Montornès del Vallès",6,6,194,66,260,12,13,21,34,1669,8227,7923,5957,5707,3141,1345,16150,0.210526315789474,0.265051117001136,0.158016287832746,0.570757092496223,0.595759593481689,1.08245781598217,2.52788104089219,116,10.23,4.04611823183381,1578.69012707722,4.66920295883927,131.47605083089,9.13315695469032,235384,146,925,9.47891040693224,"Alta","RFD VO me Per sota la mitjana",83.06,80.03,85.91,16.28,19.62,18.05,76.25,80.85,78.58,2924,886,4.10377358490566,3.67044025157233,2.35345911949686,3.12578616352201,4.40817610062893,4.21488469601677,8.32075471698113,551.4,34.3,126.9,5.57803585157609,"PIB VO ME Per sobre la mitjana","Alt",31.9,5.7,24.3,19.8,10.8,6.1,201531,15098.59,2897.69,3674.43,14.04,20.7,18.8,19.8,4.48,"Anys.Dep: Per sobre la mitjana","2851",2608,"1.09",5.54775579663901
"100","081982",2013,16,10,1424.5,636.5,2061,26,"Sant Antoni de Vilamajor",NA,NA,NA,NA,NA,NA,10,16,26,2061,2865,2852,2045,1880,1274,518,5717,0.454783977610635,0.561009817671809,0.349040139616056,1.27139364303178,1.38297872340426,2.04081632653061,5.01930501930502,258,13.7,1.4323008007055,417.299270072993,1.23422257042529,37.8102189781022,9.17463691108749,94939,167,1057,9.07901619685243,"Alta","RFD VO me Per sota la mitjana",83.06,80.03,85.91,16.28,19.62,18.05,76.25,80.85,78.58,2924,886,4.10377358490566,3.67044025157233,2.35345911949686,3.12578616352201,4.40817610062893,4.21488469601677,8.32075471698113,74.4,13.1,48.5,0.752640310767612,"PIB VO ME Per sota la mitjana","Baix",31.9,5.7,24.3,19.8,10.8,6.1,201531,15098.59,2897.69,3674.43,14.04,20.7,18.8,19.8,4.48,"Anys.Dep: Per sobre la mitjana","936",850,"1.10",1.80812593065305
"101","082346",2013,12,2,888.2,270,1158.2,14,"Sant Pere de Vilamajor",NA,NA,NA,NA,NA,NA,2,12,14,1158.2,2157,2136,1436,1596,880,381,4293,0.32611227579781,0.561797752808989,0.0927213722763097,0.974930362116992,0.87719298245614,1.59090909090909,3.6745406824147,305,34.72,1.07554090212152,123.646313364055,0.3657017436841,10.9735023041475,9.51199844132357,70105,165,1044,9.33241391428902,"Alta","RFD VO me Per sota la mitjana",83.06,80.03,85.91,16.28,19.62,18.05,76.25,80.85,78.58,2924,886,4.10377358490566,3.67044025157233,2.35345911949686,3.12578616352201,4.40817610062893,4.21488469601677,8.32075471698113,NA,NA,NA,NA,NA,NA,31.9,5.7,24.3,19.8,10.8,6.1,201531,15098.59,2897.69,3674.43,14.04,20.7,18.8,19.8,4.48,"Anys.Dep: Per sobre la mitjana","647",600,"1.08",1.27632418634333
"102","082969",2013,5,4,254,308,562,9,"Vallromanes",NA,NA,NA,NA,NA,NA,4,5,9,562,1289,1253,933,905,544,160,2542,0.35405192761605,0.399042298483639,0.310318076027929,0.964630225080386,0.994475138121547,1.65441176470588,5.625,153,10.65,0.636856504354275,238.68544600939,0.705946513266815,15.0234741784038,8.75615987152177,48203,192,1212,8.81434344542579,"Alta","RFD VO me Per sota la mitjana",83.06,80.03,85.91,16.28,19.62,18.05,76.25,80.85,78.58,2924,886,4.10377358490566,3.67044025157233,2.35345911949686,3.12578616352201,4.40817610062893,4.21488469601677,8.32075471698113,NA,NA,NA,NA,NA,NA,31.9,5.7,24.3,19.8,10.8,6.1,201531,15098.59,2897.69,3674.43,14.04,20.7,18.8,19.8,4.48,"Anys.Dep: Per sobre la mitjana","301",265,"1.14",0.563709848968305
"103","089024",2013,4,3,642,700,1342,7,"Vilanova del Vallès",3,3,170,107,277,6,6,7,13,1619,2622,2530,1891,1973,940,348,5152,0.252329192546584,0.276679841897233,0.22883295194508,0.687466948704389,0.658895083628991,1.38297872340426,3.73563218390805,91,15.2,1.29074929600048,338.947368421053,1.0024855596281,22.8947368421053,9.44112859468258,91699,177,1122,9.03849831154673,"Alta","RFD VO me Per sota la mitjana",83.06,80.03,85.91,16.28,19.62,18.05,76.25,80.85,78.58,2924,886,4.10377358490566,3.67044025157233,2.35345911949686,3.12578616352201,4.40817610062893,4.21488469601677,8.32075471698113,85.2,16.5,61,0.861894549427427,"PIB VO ME Per sota la mitjana","Baix",31.9,5.7,24.3,19.8,10.8,6.1,201531,15098.59,2897.69,3674.43,14.04,20.7,18.8,19.8,4.48,"Anys.Dep: Per sobre la mitjana","625",559,"1.12",1.18910870027654
"104","080142",2014,2,2,383.5,371.75,755.25,4,"Aiguafreda",1,4,65,273,338,5,3,6,9,1093.25,1194,1304,732,801,588,377,2498,0.360288230584468,0.460122699386503,0.251256281407035,1.22950819672131,1.12359550561798,1.53061224489796,2.38726790450928,404,7.9,0.624842101050325,316.20253164557,0.93502226876094,47.7215189873418,9.88982161594963,38974,158,989,9.35844671011242,"Alta","RFD VO me Per sota la mitjana",83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,NA,NA,NA,NA,NA,NA,33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","660",562,"1.17",1.1910564798135
"105","080235",2014,6,5,345.36,263.16,608.52,11,"Bigues i Riells del Fai",8,33,224,924.5,1148.5,41,13,39,52,1757.02,4513,4341,2998,3205,1935,716,8854,0.587305172803253,0.898410504492053,0.288056725016619,1.73448965977318,1.62246489859594,2.68733850129199,7.26256983240224,307,28.64,2.21471255512393,309.148044692737,0.914161896893408,25,10.765162626629,145235,165,1033,9.28225573482155,"Alta","RFD VO me Per sota la mitjana",83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,165.8,18.9,68.4,1.65995875132657,"PIB VO ME Per sota la mitjana","Baix-Mig",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","1426",1297,"1.10",2.7487549009219
"106","080333",2014,11,4,1466,344,1810,15,"Caldes de Montbui",6,30,530,2775,3305,36,10,41,51,5115,8552,8604,5623,5774,3852,1907,17156,0.297272091396596,0.476522547652255,0.116931711880262,0.906989151698382,0.883269830273641,1.32398753894081,2.674357629785,203,37.45,4.29134951385884,458.104138851802,1.35463042945561,50.9212283044059,9.59702364440909,278127,164,1022,9.48428050421056,"Alta","RFD VO me Per sota la mitjana",83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,334.8,19.7,71.4,3.35195530726257,"PIB VO ME Per sota la mitjana","Mig",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","3736",3238,"1.15",6.86235032319593
"107","080399",2014,2,NA,171,NA,171,2,"Campins",NA,2,NA,219.5,219.5,2,NA,4,4,390.5,261,260,162,186,136,37,521,0.767754318618042,1.53846153846154,NA,2.46913580246914,2.1505376344086,2.94117647058824,10.8108108108108,321,7.29,0.130321350939639,71.4677640603567,0.21133275102898,5.07544581618656,9.20642711550129,NA,NA,NA,NA,NA,NA,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,NA,NA,NA,NA,NA,NA,33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","69",62,"1.11",0.131397689943838
"108","080410",2014,21,6,2358.5,462,2820.5,27,"Canovelles",12,24,1077,1871,2948,36,18,45,63,5768.5,8277,7677,5860,5310,3432,1352,15954,0.394885295223768,0.586166471277843,0.217470097861544,1.07508532423208,1.1864406779661,1.83566433566434,4.65976331360947,175,6.66,3.99068489998274,2395.4954954955,7.08356641342594,203.003003003003,9.39988269862887,216069,137,854,9.79176485516441,"Alta","RFD VO me Per sota la mitjana",83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,259.7,16.4,59.6,2.6000680803348,"PIB VO ME Per sota la mitjana","Baix-Mig",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","2981",2716,"1.10",5.756066546572
"109","080425",2014,12,2,1690,104,1794,14,"Cànoves i Samalús",NA,NA,NA,NA,NA,NA,2,12,14,1794,1454,1409,914,989,692,268,2863,0.488997555012225,0.85166784953868,0.137551581843191,1.53172866520788,1.41557128412538,2.02312138728324,5.22388059701492,346,29.19,0.716142087793067,98.0815347721823,0.290030629068576,9.1812264474135,8.77597587817794,46709,163,1021,9.49954951931779,"Alta","RFD VO me Per sota la mitjana",83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,NA,NA,NA,NA,NA,NA,33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","513",460,"1.12",0.974886086680089
"110","080462",2014,5,4,1253,608,1861,9,"Cardedeu",40,60,1473.25,2874.75,4348,100,44,65,109,6209,8712,8986,6151,6228,3663,1656,17698,0.615888800994463,0.72334742933452,0.505050505050505,1.77206958218176,1.75016056518947,2.97570297570298,6.58212560386473,193,12.1,4.42692374074806,1462.64462809917,4.32509281769203,136.859504132231,9.43697287440164,283522,160,1002,9.37117827721199,"Alta","RFD VO me Per sota la mitjana",83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,291.9,16.5,59.9,2.92244848921728,"PIB VO ME Per sota la mitjana","Mig",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","3052",2712,"1.13",5.74758927625305
"111","080641",2014,1,1,11,37,48,2,"Castellterçol",NA,NA,NA,NA,NA,NA,1,1,2,48,1191,1209,717,741,547,395,2400,0.0833333333333333,0.0827129859387924,0.0839630562552477,0.278940027894003,0.269905533063428,0.36563071297989,0.506329113924051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,NA,NA,NA,NA,NA,NA,33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","580",479,"1.21",1.01515312069514
"112","081347",2014,4,1,370.5,51,421.5,5,"Figaró-Montmany",NA,NA,NA,NA,NA,NA,1,4,5,421.5,550,546,358,353,227,158,1096,0.456204379562044,0.732600732600733,0.181818181818182,1.39664804469274,1.41643059490085,2.20264317180617,3.16455696202532,330,14.99,0.274150097178205,73.1154102735157,0.216204900193396,10.5403602401601,9.90739304718385,14246,131,819,9.24980845897126,"Alta","RFD VO me Per sota la mitjana",83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,NA,NA,NA,NA,NA,NA,33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","205",190,"1.08",0.402670340150472
"113","080811",2014,NA,1,NA,30,30,1,"Fogars de Montclús",NA,2,NA,123,123,2,1,2,3,153,257,225,156,176,97,53,482,0.622406639004149,0.888888888888889,0.389105058365759,1.92307692307692,1.70454545454545,3.09278350515464,5.66037735849057,386,39.72,0.120566009890415,12.134944612286,0.0358834680532735,1.33434038267875,100,NA,NA,NA,NA,NA,NA,83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,NA,NA,NA,NA,NA,NA,33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","89",76,"1.17",0.161068136060189
"114","080863",2014,10,5,1535,494,2029,15,"Les Franqueses del Vallès",9,31,722,2701,3423,40,14,41,55,5452,9755,9415,6908,7186,3594,1482,19170,0.286906624934794,0.435475305363781,0.143516145566376,0.796178343949045,0.765377122182021,1.53032832498609,3.71120107962213,181,29.14,4.79512533111879,657.858613589568,1.94531160203335,50.8579272477694,9.49134998388551,285853,149,932,9.42524574293963,"Alta","RFD VO me Per sota la mitjana",83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,621.4,32.4,117.6,6.22134118259546,"PIB VO ME Per sobre la mitjana","Alt",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","3034",2702,"1.12",5.72639610045565
"115","080885",2014,7,2,634,185,819,9,"La Garriga",12,30,777,1021,1798,42,14,37,51,2617,7661,8101,5407,5298,3454,1603,15762,0.323562999619338,0.456733736575731,0.182743767132228,0.943221749583873,0.962627406568516,1.47654892877823,3.18153462258266,252,18.8,3.94265860558656,838.404255319149,2.47919156392473,85.2659574468085,9.43607252178008,255089,163,1020,9.18492598992459,"Alta","RFD VO me Per sota la mitjana",83.27,80.39,85.96,16.11,19.34,17.85,76.04,80.36,78.26,3068,937,3.8931718061674,3.52202643171806,2.52422907488987,3.21200440528634,4.38986784140969,3.93006607929515,6.93997797356828,325.2,20.8,75.4,3.25584189343425,"PIB VO ME Per sota la mitjana","Mig",33,6.4,26,20.9,12,6.3,204896,13780.47,3261.08,7876.38,14.88,20.9,20.2,21.6,5.00999999999999,"Anys.Dep: Per sobre la mitjana","2908",2556,"1.14",5.41697573381371
